File,Reciprocal Energy,Reciprocal Energy Integral,Error,Reciprocal Energy FFT,Error,diff_insame_FFT,matlab,error_BandH,errorEandG
POSCAR1,16.8163386451496,16.8163386437767,0.000000001372936,23.4970252476292,6.68068660247958,23.4969954475864,16.8163365370168,2.10813282208733E-06,2.98000427747525E-05
POSCAR2,29.4387051136584,29.4386826960598,0.000022417598551,24.3021764922376,5.13652862142075,24.3021574172309,29.4387011455877,3.9680706116485E-06,1.90750067297074E-05
POSCAR3,51.06373299307,51.0637957958027,0.000062802732685,31.5833034174469,19.4804295756231,31.5832583582049,51.0637267498359,6.24323408970895E-06,4.50592419909412E-05
POSCAR4,122.46457199058,122.464572337207,0.000000346627544,20.1116584717821,102.352913518797,4.1264323515751,122.4645573984930,1.45920865719518E-05,15.985226120207
POSCAR5,39.2121408017748,39.2121097788832,0.000031022891626,20.3695880611966,18.8425527405783,20.369575544996,39.2121362179036,4.58387120971793E-06,1.25162005630841E-05
