File,Reciprocal,Time,Reciprocal(Integral),Time,error,%Reduction in Time(For Integral),Reciprocal(3DFFT),Time,error,Real,Time,Total
POSCAR1,2425.117665209751976,0.029827140000000,2425.117666421320791,0.016796379000000,0.000001211568815,43.687597939326395,2431.136923434538403,0.031074265000000,6.019258224786427,-433.075284479500965,0.000098402000000,-2520.936395008894124 
,2425.117665209741972,0.035308617000000,2425.117666421321701,0.028674424000000,0.000001211579729,18.789161297368288,2431.136923434537493,0.037512124000000,6.019258224795522,-433.075284479501477,0.000162007000000,-2520.936395008904583 
,2425.117665209752886,0.030072795000000,2425.117666421323975,0.018552299000000,0.000001211571089,38.308697279384901,2431.136923434537493,0.033332224000000,6.019258224784608,-433.075284479501192,0.000113464000000,-2520.936395008893214 
,2425.117665209746065,0.028104107000000,2425.117666421322610,0.019627811000000,0.000001211576546,30.160346315220053,2431.136923434538403,0.035854343000000,6.019258224792338,-433.075284479501306,0.000093748000000,-2520.936395008900035 
,2425.117665209751067,0.027050367000000,2425.117666421318972,0.020660726000000,0.000001211567906,23.621272864800684,2431.136923434537493,0.032919219000000,6.019258224786427,-433.075284479501477,0.000089202000000,-2520.936395008895488 
 
 
POSCAR2,3827.263668031941961,0.109109884000000,3827.263667245886154,0.048259313000000,0.000000786055807,55.769989637235795,3254.067938853504529,0.047202010000000,573.195729178437432,-2602.685758354381960,0.000356570000000,-7801.379641800729587 
,3827.263668031951511,0.105580431000000,3827.263667245892975,0.042261355000000,0.000000786058536,59.972359840054068,3254.067938853504984,0.041731432000000,573.195729178446527,-2602.685758354381051,0.000356700000000,-7801.379641800719583 
,3827.263668031966517,0.106342902000000,3827.263667245887973,0.037257126000000,0.000000786078544,64.965103171624932,3254.067938853504529,0.038688956000000,573.195729178461988,-2602.685758354381051,0.000351450000000,-7801.379641800704121 
,3827.263668031946963,0.108684701000000,3827.263667245883880,0.040834136000000,0.000000786063083,62.428809552505470,3254.067938853504529,0.041063421000000,573.195729178442434,-2602.685758354381051,0.000363207000000,-7801.379641800724130 
,3827.263668031946509,0.103406961000000,3827.263667245895249,0.038472491000000,0.000000786051260,62.795066571968981,3254.067938853504529,0.040121374000000,573.195729178441979,-2602.685758354380596,0.000355381000000,-7801.379641800724130 
 
 
POSCAR3,9853.397576802559342,0.242517359000000,9853.397576836896405,0.059413028000000,0.000000034337063,75.501535953968556,9765.697141020869822,0.047555865000000,87.700435781689521,-2094.811481753531098,0.000749591000000,-5780.350232168406365 
,9853.397576802542972,0.246508714000000,9853.397576836921871,0.052820052000000,0.000000034378900,78.572744491296163,9765.697141020869822,0.047930093000000,87.700435781673150,-2094.811481753531552,0.000762321000000,-5780.350232168422735 
,9853.397576802515687,0.236683632000000,9853.397576836965527,0.052380469000000,0.000000034449840,77.868993915050268,9765.697141020869822,0.048108724000000,87.700435781645865,-2094.811481753533371,0.000768393000000,-5780.350232168451839 
,9853.397576802530239,0.237103815000000,9853.397576836932785,0.053668102000000,0.000000034402547,77.365146149166776,9765.697141020871641,0.048011138000000,87.700435781658598,-2094.811481753530188,0.000764216000000,-5780.350232168433649 
,9853.397576802582989,0.236513347000000,9853.397576836916414,0.053858027000000,0.000000034333425,77.228335024999666,9765.697141020869822,0.048234819000000,87.700435781713168,-2094.811481753531098,0.000766259000000,-5780.350232168382718 
 
 
POSCAR4,13110.039940591828781,0.433452868000000,13110.039936175429830,0.074025099000000,0.000004416398951,82.921995800475358,12818.005524763633730,0.057023252000000,292.034415828195051,-1718.912604898349855,0.002980126000000,-6660.787767263100250 
,13110.039940591845152,0.430451820000000,13110.039936175518960,0.072153941000000,0.000004416326192,83.237626687232961,12818.005524763633730,0.054982276000000,292.034415828211422,-1718.912604898349855,0.001480123000000,-6660.787767263085698 
,13110.039940591805134,0.415682443000000,13110.039936175491675,0.074674577000000,0.000004416313459,82.035667308662340,12818.005524763633730,0.054840749000000,292.034415828171404,-1718.912604898350310,0.001406674000000,-6660.787767263125716 
