# of Threads,Reciprocal PHL,Reciprocal Integral
1,612.923681628000054,12.521592061000000 
,611.374142089999964,12.539195800000000 
,622.030690747999984,12.955392587000000 
,611.666715840000052,12.531944328000000 
,607.235453670999959,12.521014731999999 
 
 
2,305.876670764999972,7.658609406000000 
,305.858197813999993,7.470653172000000 
,305.786119530000008,7.476558438000000 
,305.860130814000001,7.480555219000000 
,305.498863136000011,7.334937926000000 
 
 
3,213.565064484000004,6.299375531000000 
,213.499923767000013,6.360319991000000 
,213.508973655000005,6.352722528000000 
,213.380686966000013,6.286859568000000 
,213.453969158999996,6.357453557000000 
 
 
4,162.160832860999989,5.777048425000000 
,161.181631799000002,5.683512167000000 
,161.109595915000000,5.558563262000000 
,162.147180864000006,5.772093606000000 
,162.135464455999994,5.763325978000000 
 
 
5,139.035244360000007,5.707803602000000 
,138.981943343000012,5.677994633000000 
,138.988168706000010,5.711184223000000 
,139.004389792000012,5.678808872000000 
,139.261227550999990,5.885797611000000 
 
 
6,123.587933918000004,5.401645561000000 
,124.118212553999996,5.452599708000000 
,124.220236443999994,5.495409594000000 
,124.254512145999996,5.572180431000000 
,124.192493509000002,5.492889797000000 
 
 
7,118.600554728999995,5.146004154000000 
,118.652610769999995,5.086014007000000 
,119.056305269000006,5.374923784000000 
,118.694341860999998,5.086156859000000 
,118.614408847999997,5.087175326000000 
 
 
8,113.547929486000001,4.768141755000000 
,113.978100264000005,4.752297799000000 
,113.926395948999996,4.713278554000000 
,114.046932028000001,4.766454369000000 
,113.982437599999997,4.711776252000000 
 
 
9,109.609205877999997,4.377859973000000 
,109.517897711000003,4.375326596000000 
,109.634763378000002,4.377245324000000 
,109.508429339000003,4.332968975000000 
,109.617150983000002,4.545773829000000 
 
 
10,104.913335681000007,3.892959660000000 
,105.718033747000007,4.269746881000000 
,105.942145474000000,3.952374986000000 
,105.703199026999997,4.131047536000000 
,105.416741345000005,4.124341504000000 
 
 
11,101.181890054999997,3.774180568000000 
,101.984429652000003,3.905693695000000 
,101.635075944999997,3.625573571000000 
,102.122151938000002,3.775508010000000 
,102.025958101000001,3.908350399000000 
 
 
12,98.140729386000004,3.817836747000000 
,98.237805136000006,3.514466480000000 
,98.601423251000000,3.819408474000000 
,98.661333420999995,3.717482920000000 
,98.299626631999999,3.585202986000000 
 
 
13,98.536174743000004,3.601881520000000 
,98.804811491999999,3.540379705000000 
,99.076059771999994,3.731085507000000 
,98.462213530000000,3.600458580000000 
,98.330322526000003,3.725403439000000 
 
 
14,97.901692689000001,3.611336482000000 
,98.556492649000006,3.834947120000000 
,98.414484615000006,3.731518150000000 
,98.653278852000000,3.848948344000000 
,98.529557452000006,3.724762871000000 
 
 
15,98.076963968000001,3.837343458000000 
,98.896474365000003,3.540007612000000 
,98.393195875999993,3.730163505000000 
,98.733193335999999,3.549265896000000 
,98.508490140000006,3.728273207000000 
 
 
16,98.008000855999995,3.731187852000000 
,98.358245687999997,3.733065935000000 
,98.637808003000004,3.843243642000000 
,98.458545405999999,3.733077530000000 
,99.013299670999999,3.723907304000000 
 
 
17,98.666438528000000,3.733001372000000 
,98.517153965000006,3.840162726000000 
,98.584562703000003,3.730554416000000 
,98.846996359000002,3.729401210000000 
,98.259938035000005,3.543009795000000 
 
 
18,98.209502447999995,3.846269950000000 
,98.434844448999996,3.845115894000000 
,98.484145369000004,3.842801489000000 
,98.885900570999993,3.735021964000000 
,98.478567154000004,3.844665228000000 
 
 
19,97.847102969999995,3.614861622000000 
,98.454772069000001,3.738821532000000 
,98.478752370999999,3.737431959000000 
,98.440676385000003,3.727301606000000 
,98.190632031999996,3.546243162000000 
 
 
20,98.808807965000000,3.857727065000000 
,98.490072914999999,3.741543193000000 
,98.446167822999996,3.557223524000000 
,98.625116055999996,3.847949202000000 
,98.347329841999994,3.733472695000000 
 
 
21,99.245053886999997,3.849244378000000 
,98.050306609000003,3.617707838000000 
,98.625147079000001,3.854988501000000 
,98.581397440999993,3.850113775000000 
,98.047451264000003,3.622039272000000 
 
 
22,97.851007727999999,3.737778315000000 
,98.852172746999997,3.742025055000000 
,98.290255092999999,3.849623519000000 
,98.348230521000005,3.853682788000000 
,98.219134302000001,3.850719495000000 
 
 
23,97.683309743999999,3.623844390000000 
,98.245972565000002,3.855376385000000 
,98.014251698999999,3.616418025000000 
,98.144091442999994,3.551363536000000 
,98.922241905000007,3.622164742000000 
 
 
24,97.825201579999998,3.624443966000000 
,98.256686728999995,3.850409547000000 
,98.313003343000005,3.622568498000000 
,98.399142415000000,3.622793999000000 
,98.464219524000001,3.853840808000000 
 
 
