# of Threads,Reciprocal PHL,Reciprocal Integral
1,4.425069673000000,0.605930613000000 
,4.421535795000000,0.640133953000000 
,4.459639688000000,0.608012028000000 
,4.402964530000000,0.644828643000000 
,4.382143565000000,0.639722042000000 
 
 
2,2.239349093000000,0.332798318000000 
,2.189417456000000,0.316067975000000 
,2.175723036000000,0.315715487000000 
,2.172142753000000,0.318309710000000 
,2.186154374000000,0.318123605000000 
 
 
3,1.531037072000000,0.230670032000000 
,1.514763921000000,0.225522070000000 
,1.513211713000000,0.227097492000000 
,1.517346499000000,0.225897336000000 
,1.515609844000000,0.223899658000000 
 
 
4,1.167473505000000,0.181400700000000 
,1.155173613000000,0.180346812000000 
,1.153053968000000,0.176256001000000 
,1.164403051000000,0.176911052000000 
,1.158046671000000,0.188984559000000 
 
 
5,0.989808563000000,0.157483419000000 
,1.004773638000000,0.157303741000000 
,0.989994656000000,0.156935954000000 
,0.990945447000000,0.157800245000000 
,0.989407595000000,0.157095751000000 
 
 
6,0.831802633000000,0.134854766000000 
,0.832375113000000,0.135431680000000 
,0.831782762000000,0.134633165000000 
,0.832488108000000,0.135874475000000 
,0.832360542000000,0.135947980000000 
 
 
7,0.789794956000000,0.128090815000000 
,0.788507966000000,0.128102842000000 
,0.788487538000000,0.127503083000000 
,0.789202195000000,0.127728342000000 
,0.787287915000000,0.127770784000000 
 
 
8,0.750636163000000,0.121347922000000 
,0.748455755000000,0.119896275000000 
,0.749158651000000,0.119682846000000 
,0.772701487000000,0.120990418000000 
,0.748292851000000,0.119356192000000 
 
 
9,0.712832995000000,0.112508419000000 
,0.715649508000000,0.113937839000000 
,0.712481970000000,0.112154418000000 
,0.713006745000000,0.113609494000000 
,0.713795563000000,0.113912546000000 
 
 
10,0.683696214000000,0.106457028000000 
,0.680883088000000,0.106663960000000 
,0.678591611000000,0.104937780000000 
,0.681385626000000,0.107493239000000 
,0.679965222000000,0.105936902000000 
 
 
11,0.650553451000000,0.100418673000000 
,0.651016874000000,0.100307413000000 
,0.650153748000000,0.099616764000000 
,0.648672325000000,0.098636937000000 
,0.651892368000000,0.101011996000000 
 
 
12,0.736998608000000,0.092943192000000 
,0.658411215000000,0.102631004000000 
,0.647325775000000,0.097513280000000 
,0.637857354000000,0.093368461000000 
,0.642528793000000,0.093563761000000 
 
 
13,0.634401200000000,0.094942885000000 
,0.632431392000000,0.097765190000000 
,0.635962250000000,0.097693176000000 
,0.632076110000000,0.094703313000000 
,0.631308707000000,0.096478328000000 
 
 
14,0.635591385000000,0.097776382000000 
,0.633095548000000,0.095723419000000 
,0.633828899000000,0.098228457000000 
,0.633539541000000,0.097022874000000 
,0.635902148000000,0.096461452000000 
 
 
15,0.634646220000000,0.095996688000000 
,0.631409537000000,0.094937137000000 
,0.675970554000000,0.096761374000000 
,0.643951844000000,0.096381152000000 
,0.639376150000000,0.096817504000000 
 
 
16,0.638689388000000,0.096661231000000 
,0.632060908000000,0.096169769000000 
,0.633773503000000,0.100944003000000 
,0.637620638000000,0.096895379000000 
,0.634055219000000,0.096098033000000 
 
 
17,0.635768745000000,0.097480264000000 
,0.633218397000000,0.097373706000000 
,0.635114158000000,0.098405349000000 
,0.638170317000000,0.097012573000000 
,0.632611641000000,0.096323861000000 
 
 
18,0.639342669000000,0.096747259000000 
,0.637712595000000,0.098213145000000 
,0.635376405000000,0.098678647000000 
,0.639978467000000,0.097241729000000 
,0.675182807000000,0.095255113000000 
 
 
19,0.639589329000000,0.097264060000000 
,0.634766361000000,0.097784971000000 
,0.638588587000000,0.100551951000000 
,0.637706674000000,0.096699572000000 
,0.639669492000000,0.100605465000000 
 
 
20,0.652820280000000,0.097365465000000 
,0.649151804000000,0.098578043000000 
,0.645894700000000,0.104109226000000 
,0.648268508000000,0.100026153000000 
,0.650646336000000,0.100671231000000 
 
 
21,0.642993911000000,0.106874374000000 
,0.640107971000000,0.099542668000000 
,0.643734681000000,0.104656708000000 
,0.661976675000000,0.104162379000000 
,0.652225482000000,0.109693453000000 
 
 
22,0.697547642000000,0.104630740000000 
,0.658131991000000,0.111990120000000 
,0.660531572000000,0.100310586000000 
,0.652960090000000,0.095536629000000 
,0.650947812000000,0.103088258000000 
 
 
23,0.636060779000000,0.096059060000000 
,0.639755367000000,0.097276933000000 
,0.636570726000000,0.095869641000000 
,0.640628861000000,0.096264310000000 
,0.634412380000000,0.095712845000000 
 
 
24,0.640300099000000,0.095928316000000 
,0.643570974000000,0.098530357000000 
,0.637094247000000,0.097693463000000 
,0.643049681000000,0.098413251000000 
,0.651982001000000,0.098708732000000 
 
 
