File,Reciprocal,Time,Reciprocal(Integral),Time,error,%Reduction in Time(For Integral),Reciprocal(3DFFT),Time,error,Real,Time,Total
POSCAR9,320244.399130870762747,98.925408777000001,320244.395328720915131,3.593776153000000,0.003802149847616,96.367185946028115,308453.903196282859426,2.592208614000000,11790.495934587903321,144319.373172246530885,0.288993461000000,-22837.935476710379589 
,320244.399130925536156,98.391098907000000,320244.395328843500465,3.708578224000000,0.003802082035691,96.230778733851352,308453.903196282801218,2.584174277000000,11790.495934642734937,144319.373172244930174,0.288856982000000,-22837.935476657235995 
,320244.399130898120347,98.416071939999995,320244.395328642509412,3.827535812000000,0.003802255610935,96.110863056662652,308453.903196282917634,2.576000369000000,11790.495934615202714,144319.373172245512251,0.288616229000000,-22837.935476684069727 
,320244.399130812846124,98.344400805999996,320244.395328803220764,3.594380415000000,0.003802009625360,96.345109243086966,308453.903196282917634,2.585975411000000,11790.495934529928491,144319.373172245250316,0.288786037000000,-22837.935476769634988 
,320244.399130877456628,99.394522602999999,320244.395328780228738,3.855936500000000,0.003802097227890,96.120574455192752,308453.903196282859426,2.607623972000000,11790.495934594597202,144319.373172243998852,0.290117751000000,-22837.935476706246845 
 
 
POSCAR10,695338.653727009892464,396.423919672000011,695338.644922264385968,12.377566114000000,0.008804745506495,96.877694432707003,662673.197717083967291,9.877824959000000,32665.456009925925173,80817.791652448839159,1.154383867000000,-198646.970180196687579 
,695338.653727403958328,398.643511977000003,695338.644922985462472,13.617451598000001,0.008804418495856,96.584052872084442,662673.197717083850875,9.863627784000000,32665.456010320107453,80817.791652450105175,1.157107276000000,-198646.970179801341146 
,695338.653727523516864,395.715359496000019,695338.644922804320231,13.618909338000000,0.008804719196633,96.558407701094637,662673.197717083850875,9.883466362000000,32665.456010439665988,80817.791652441723272,1.154540554000000,-198646.970179690164514 
,695338.653727047611028,395.444411011999989,695338.644922791048884,13.148921452000000,0.008804256562144,96.674900166536688,662673.197717083734460,9.887741822000001,32665.456009963876568,80817.791652446321677,1.155128322000000,-198646.970180161413737 
,695338.653726938879117,396.126820140999996,695338.644922514678910,12.690867772000001,0.008804424200207,96.796261417623100,662673.197717083850875,10.031077820000000,32665.456009855028242,80817.791652453728602,1.201909761000000,-198646.970180262811482 
 
 
POSCAR11,645757.123798349406570,621.196076286999983,645757.171454223454930,17.910538176999999,0.047655874048360,97.116765726523184,582696.758275952190161,15.321872495999999,63060.365522397216409,-150638.038194312888663,1.815453519000000,-723385.183845532825217 
,645757.123797505511902,617.191306349000001,645757.171453635906801,18.329441619000001,0.047656130394898,97.030184736815556,582696.758275952190161,15.262203895000001,63060.365521553321742,-150638.038194296066649,1.817330871000000,-723385.183846359839663 
,645757.123798248358071,616.465454540999986,645757.171455248841085,18.353878223999999,0.047657000483014,97.022723967936571,582696.758275952190161,15.291074981000000,63060.365522296167910,-150638.038194307970116,1.804545419000000,-723385.183845628867857 
,645757.123798566986807,615.326806419000036,645757.171455564326607,17.932390721000001,0.047656997339800,97.085712740948068,582696.758275952306576,15.234908316000000,63060.365522614680231,-150638.038194316148292,1.805366068000000,-723385.183845318388194 
,645757.123797705164179,617.562338224999962,645757.171454569557682,19.124211503000001,0.047656864393502,96.903274322400094,582696.758275952073745,15.270093985000001,63060.365521753090434,-150638.038194311666302,1.803843556000000,-723385.183846175787039 
 
 
POSCAR12,1292703.723557453369722,1587.929454451000083,1292703.691886511631310,51.016674063000004,0.031670941738412,96.787220369267715,1252834.570778215304017,38.527690722000003,39869.152779238065705,-2434494.929085556417704,4.618720234000000,-3091398.036647413857281 
,1292703.723557074787095,1580.640440651000063,1292703.691884325584397,47.102056310999998,0.031672749202698,97.020065088831927,1252834.570778215071186,38.613288484000002,39869.152778859715909,-2434494.929085568990558,4.610945842000000,-3091398.036647805012763 
,1292703.723556990269572,1596.020779468999990,1292703.691886234795675,51.041638392999999,0.031670755473897,96.801943994113799,1252834.570778215071186,38.619955523999998,39869.152778775198385,-2434494.929085618816316,4.630413218000000,-3091398.036647939123213 
,1292703.723556745098904,1586.328188445000023,1292703.691886059707031,51.020266479000000,0.031670685391873,96.783750875093972,1252834.570778215071186,38.692310335999998,39869.152778530027717,-2434494.929085551761091,4.618009195000000,-3091398.036648117471486 
,1292703.723555829143152,1588.495465342999978,1292703.691887374268845,49.297382515999999,0.031668454874307,96.896599103268102,1252834.570778215071186,38.668309782999998,39869.152777614071965,-2434494.929085607174784,4.627903954000000,-3091398.036649088840932 
 
