File,Reciprocal,Time,Reciprocal(Integral),Time,error,%Reduction in Time,Real,Time
POSCAR11,645757.123797878506593,616.406488270999944,645757.171455480507575,18.320357068000000,0.047657602000982,97.027877315278090,-122577.455360643652966,1.951075280000000 
,645757.123797962907702,617.254511793000006,645757.171455228002742,19.085357981000001,0.047657265095040,96.908024548000327,-122577.455360651190858,1.951060318000000 
,645757.123798182699829,616.902536353999949,645757.171454819850624,19.810521302000001,0.047656637150794,96.788711322361621,-122577.455360649386421,1.950305190000000 
,645757.123797253472731,616.522946779999984,645757.171454548020847,19.833607116000000,0.047657294548117,96.782989632488494,-122577.455360653111711,1.951691456000000 
,645757.123797972919419,619.479922461000001,645757.171454759896733,19.098361307000001,0.047656786977313,96.917033044246509,-122577.455360643143649,1.951418262000000 
 
 
POSCAR12,1292703.723556536948308,1582.747647986999937,1292703.691883748862892,45.910256435000001,0.031672788085416,97.099331880644996,-2450596.267759319860488,5.007447863000000 
,1292703.723557482706383,1587.525262384999905,1292703.691885552136227,50.980460731999997,0.031671930570155,96.788683497520523,-2450596.267759284470230,4.998331999000000 
,1292703.723556629382074,1580.375434837000057,1292703.691885521169752,46.035295097000002,0.031671108212322,97.087065890659829,-2450596.267759351525456,5.022364859000000 
,1292703.723555559525266,1578.415118174000099,1292703.691885492065921,45.962900648999998,0.031670067459345,97.088034692535615,-2450596.267759299837053,4.995895202000000 
,1292703.723558472702280,1590.764379915000063,1292703.691885391483083,50.861134903999996,0.031673081219196,96.802723549372047,-2450596.267759287729859,4.993197743000000 
 
 
POSCAR13,940259.285466236993670,2472.997628270999940,940259.274371202220209,75.710187888999997,0.011095034773462,96.938525657142151,-894422.441044084262103,7.801293526000000 
,940259.285460938815959,2474.437774851000086,940259.274367188219912,72.631235507000000,0.011093750596046,97.064737846908528,-894422.441044051665813,7.840353199000000 
,940259.285464730346575,2478.386212418000014,940259.274368052021600,78.531622100999996,0.011096678324975,96.831340421944091,-894422.441044003469869,7.819985633000000 
,940259.285461461753584,2475.151389420000214,940259.274364420911297,78.474026859000006,0.011097040842287,96.829526177896184,-894422.441044027684256,7.793450368000000 
,940259.285461372812279,2471.186934100000144,940259.274369138060138,75.483885802000003,0.011092234752141,96.945440073335007,-894422.441044043865986,7.795107678000000 
 
 
POSCAR14,14205666.217137023806572,3864.673118540999894,14205666.190259916707873,121.051608125000001,0.026877107098699,96.867740054281768,158642.068393724301131,12.173671575000000 
,14205666.217136021703482,3869.290160622999792,14205666.190258661285043,121.177440275999999,0.026877360418439,96.868225559581987,158642.068393776076846,12.195380016000000 
,14205666.217137262225151,3868.869214529000146,14205666.190260663628578,121.140045510999997,0.026876598596573,96.868851367317475,158642.068393726920476,12.194380965000001 
,14205666.217134708538651,3877.005577560999882,14205666.190263727679849,109.096094874000002,0.026870980858803,97.186073306022124,158642.068393760564504,12.189100946000000 
,14205666.217135395854712,3861.750346270000136,14205666.190261246636510,116.618532615000007,0.026874149218202,96.980163859436445,158642.068393708555959,12.175256388999999 
 
 
